List of MISMATCHES between SequenceA and SequenceB: (1)Inside chains and (2)Between chains


(1). Mismatches inside chains

 L1EndA	L2StartA		L1EndB	L2StartB		Mismatch
4803809	4803810		4005522	4005523		    1
4803947	4803949		4005660	4005662		    2
4803980	4803991		4005693	4005704		   11
4804025	4804027		4005738	4005740		    2
4804118	4804119		4005831	4005832		    1
4804196	4804235		4005909	4005948		   39
4804292	4804293		4006005	4006006		    1
4804334	4804344		4006047	4006057		   10
4804523	4804534		4006236	4006247		   11
4804559	4804567		4006272	4006280		    8
4804684	4804685		4006397	4006398		    1
4804915	4804916		4006628	4006629		    1
4805074	4805105		4006787	4006818		   31
4805236	4805238		4006949	4006951		    2
4805329	4805339		4007042	4007052		   10
4805675	4805677		4007388	4007390		    2
4805702	4805708		4007415	4007421		    6
4805843	4805854		4007556	4007567		   11
4806308	4806309		4008021	4008022		    1
4806359	4806387		4008072	4008100		   28
4806428	4806429		4008141	4008142		    1
4806564	4806565		4008277	4008278		    1
4806586	4806590		4008299	4008303		    4
4806895	4806896		4008608	4008609		    1
4807161	4807162		4008874	4008875		    1
4807360	4807361		4009073	4009074		    1
4807551	4807553		4009264	4009266		    2
4807587	4807588		4009300	4009301		    1
4807641	4807660		4009354	4009373		   19
4807722	4807742		4009435	4009455		   20
4807807	4807808		4009520	4009521		    1
4807842	4807843		4009555	4009556		    1
4807887	4807888		4009600	4009601		    1
4807926	4807938		4009639	4009651		   12
4807987	4807989		4009700	4009702		    2
4808061	4808071		4009774	4009784		   10
4808127	4808128		4009840	4009841		    1
4808411	4808412		4010124	4010125		    1
4808483	4808509		4010196	4010222		   26
4808534	4808590		4010247	4010303		   56
4808675	4808748		4010388	4010461		   73
4808771	4808773		4010484	4010486		    2
4808804	4808811		4010517	4010524		    7
4808855	4808865		4010568	4010578		   10
4808888	4808911		4010601	4010624		   23
4808939	4808948		4010652	4010661		    9
4809041	4809043		4010754	4010756		    2
4809071	4809072		4010784	4010785		    1
4809431	4809432		4011145	4011146		    1
4809852	4809853		4011566	4011567		    1
4809890	4809891		4011604	4011605		    1
4809962	4809963		4011676	4011677		    1
4810142	4810159		4011856	4011873		   17
4810180	4810181		4011894	4011895		    1
4810212	4810214		4011926	4011928		    2
4810265	4810277		4011979	4011991		   12
4810437	4810439		4012151	4012153		    2
4810490	4810519		4012204	4012233		   29
4810724	4810725		4012438	4012439		    1
4810756	4810774		4012470	4012488		   18
4810859	4810860		4012573	4012574		    1
4810925	4810941		4012639	4012655		   16
4810985	4810995		4012699	4012709		   10
4811018	4811034		4012732	4012748		   16
4811087	4811089		4012801	4012803		    2
4811117	4811133		4012831	4012847		   16
4811156	4811157		4012870	4012871		    1
4811207	4811226		4012921	4012940		   19
4811327	4811328		4013041	4013042		    1
4811366	4811367		4013080	4013081		    1
4811390	4811424		4013104	4013138		   34
4811859	4811892		4013573	4013606		   33
4811949	4811952		4013663	4013666		    3
4812018	4812020		4013732	4013734		    2
4812588	4812589		4014302	4014303		    1
4812612	4812614		4014326	4014328		    2
4813448	4813459		4015162	4015173		   11
4814377	4814378		4016091	4016092		    1
4814656	4814657		4016370	4016371		    1
4814845	4814846		4016559	4016560		    1
4816027	4816041		4017741	4017755		   14
4816192	4816198		4017906	4017912		    6
4816268	4816269		4017982	4017983		    1
4816505	4816506		4018219	4018220		    1
4816733	4816734		4018447	4018448		    1
4816781	4816782		4018495	4018496		    1
4816919	4816920		4018633	4018634		    1
4817018	4817031		4018732	4018745		   13
4817093	4817095		4018807	4018809		    2
4817129	4817130		4018843	4018844		    1
4817186	4817188		4018900	4018902		    2
4817222	4817223		4018936	4018937		    1
4817267	4817268		4018981	4018982		    1
4817318	4817319		4019032	4019033		    1
4817522	4817524		4019236	4019238		    2
4817618	4817619		4019332	4019333		    1
4818899	4818901		4020613	4020615		    2
4819393	4819413		4021107	4021127		   20
4819561	4819562		4021275	4021276		    1
4819927	4819928		4021641	4021642		    1
4820274	4820276		4021988	4021990		    2
4820661	4820662		4022375	4022376		    1
4820853	4820855		4022567	4022569		    2
4820949	4820950		4022663	4022664		    1
4821006	4821007		4022720	4022721		    1
4821337	4821338		4023051	4023052		    1
4821384	4821386		4023098	4023100		    2
4821420	4821466		4023134	4023180		   46
4821490	4821492		4023204	4023206		    2
4821513	4821679		4023227	4023393		  166
4821723	4821746		4023437	4023460		   23
4821774	4821815		4023488	4023529		   41
4821840	4821871		4023554	4023585		   31
4821927	4822025		4023641	4023739		   98
4822050	4822085		4023764	4023799		   35
4822139	4822184		4023853	4023898		   45
4822278	4822333		4023992	4024047		   55
4822563	4822564		4024277	4024278		    1
4822731	4822732		4024445	4024446		    1
4822989	4822990		4024703	4024704		    1
4823103	4823104		4024817	4024818		    1
4823466	4823470		4025180	4025184		    4
4823583	4823586		4025297	4025300		    3
4823806	4823807		4025709	4025710		    1
4823967	4823968		4025870	4025871		    1
4823991	4823996		4025894	4025899		    5
4824024	4824026		4025927	4025929		    2
4824054	4824055		4025957	4025958		    1
4824196	4824198		4026099	4026101		    2
4824315	4824319		4026218	4026222		    4
4824343	4824344		4026246	4026247		    1
4824489	4824490		4026392	4026393		    1
4824570	4824571		4026473	4026474		    1
4824630	4824659		4026533	4026562		   29
4824723	4824724		4026626	4026627		    1
4824945	4824946		4026848	4026849		    1
4824999	4825000		4026902	4026903		    1
4825053	4825054		4026956	4026957		    1
4825134	4825135		4027037	4027038		    1
4825158	4825159		4027061	4027062		    1
4825263	4825271		4027166	4027174		    8
4825318	4825319		4027221	4027222		    1
4825386	4825451		4027289	4027354		   65
4825482	4825489		4027385	4027392		    7
4825553	4825555		4027456	4027458		    2
4825593	4825636		4027496	4027539		   43
4825659	4825673		4027562	4027576		   14
4825707	4825708		4027610	4027611		    1
4825764	4825767		4027667	4027670		    3
4825831	4825861		4027734	4027764		   30
4825892	4825919		4027795	4027822		   27
4825950	4825951		4027853	4027854		    1
4826013	4826072		4027916	4027975		   59
4826115	4826141		4028018	4028044		   26
4826232	4826234		4028135	4028137		    2
4826262	4826276		4028165	4028179		   14
4826304	4826305		4028207	4028208		    1
4826346	4826362		4028249	4028265		   16
4826427	4826428		4028330	4028331		    1
4826451	4826452		4028354	4028355		    1
4826492	4826511		4028395	4028414		   19
4826652	4826653		4028555	4028556		    1
4826712	4826713		4028615	4028616		    1
4827133	4827135		4029036	4029038		    2
4827169	4827170		4029072	4029073		    1
4827320	4827349		4029223	4029252		   29
4827389	4827399		4029292	4029302		   10
4827486	4827508		4029389	4029411		   22
4827572	4827591		4029475	4029494		   19
4827629	4827635		4029532	4029538		    6
4827713	4827714		4029616	4029617		    1
4827752	4827777		4029655	4029680		   25
4827821	4827822		4029724	4029725		    1
4827872	4827888		4029775	4029791		   16
4827935	4827989		4029838	4029892		   54
4828025	4828044		4029928	4029947		   19
4828085	4828111		4029988	4030014		   26
4828136	4828156		4030039	4030059		   20
4828200	4828201		4030103	4030104		    1
4828241	4828242		4030144	4030145		    1
4828325	4828326		4030228	4030229		    1
4828448	4828458		4030351	4030361		   10
4828571	4828572		4030474	4030475		    1
4828666	4828684		4030569	4030587		   18
4828759	4828781		4030662	4030684		   22
4828885	4828907		4030788	4030810		   22
4829045	4829047		4030948	4030950		    2
4829170	4829171		4031073	4031074		    1
4829445	4829455		4031348	4031358		   10
4829508	4829510		4031411	4031413		    2
4829595	4829603		4031498	4031506		    8
4829637	4829638		4031540	4031541		    1
4829697	4829698		4031600	4031601		    1
4830228	4830229		4032131	4032132		    1
4830285	4830302		4032188	4032205		   17
4830327	4830328		4032230	4032231		    1
4830369	4830370		4032272	4032273		    1
4830543	4830544		4032446	4032447		    1
4830786	4830788		4032689	4032691		    2
4830869	4830870		4032772	4032773		    1
4830914	4830918		4032817	4032821		    4
4830941	4830943		4032844	4032846		    2
4830974	4831018		4032877	4032921		   44
4831043	4831045		4032946	4032948		    2
4831319	4831321		4033222	4033224		    2
4831399	4831413		4033302	4033316		   14
4831399	4831413		4164430	4164444		   14
4831399	4831413		3939579	3939593		   14
4831622	4831623		 223739	 223740		    1
4833073	4833074		4207589	4207590		    1
4833073	4833074		4166101	4166102		    1
4833073	4833074		4034973	4034974		    1
4833204	4833215		4035104	4035115		   11
4833073	4833074		3941250	3941251		    1
4833776	4833783		4166798	4166805		    7
4833903	4833904		4166925	4166926		    1
4833903	4833904		4208327	4208328		    1
4834815	4834817		4036713	4036715		    2
4836557	4836558		4169578	4169579		    1
4836585	4836586		4169606	4169607		    1
4836648	4836649		4169669	4169670		    1
4836838	4836841		4038909	4038912		    3
4836864	4836871		4038935	4038942		    7
4837474	4837475		4039545	4039546		    1
4837509	4837510		4039580	4039581		    1
4837541	4837542		4039612	4039613		    1
4837616	4837631		4039687	4039702		   15
4837656	4837657		4039727	4039728		    1
4837704	4837706		4039775	4039777		    2
4837760	4837761		4039831	4039832		    1
4837845	4837868		4039916	4039939		   23
4838015	4838016		4040086	4040087		    1
4838094	4838096		4040165	4040167		    2
4838336	4838337		4040407	4040408		    1
4838370	4838371		4040441	4040442		    1
4838433	4838434		4040504	4040505		    1
4838538	4838539		4040609	4040610		    1
4838616	4838632		4040687	4040703		   16
4838809	4838816		4040880	4040887		    7
4838910	4838911		4040981	4040982		    1
4839042	4839045		4041113	4041116		    3
4839276	4839278		4041347	4041349		    2
4839736	4839740		4041807	4041811		    4
4839871	4839872		4041942	4041943		    1
4840683	4840684		4042754	4042755		    1
4840952	4840954		4043023	4043025		    2
4841042	4841043		4043113	4043114		    1
4841105	4841106		4043176	4043177		    1
4841178	4841179		4043249	4043250		    1
4841614	4841663		4043685	4043734		   49
4841847	4841848		4043918	4043919		    1
4841935	4841936		4044006	4044007		    1
4842126	4842127		4044197	4044198		    1
4842310	4842311		4044381	4044382		    1
4842863	4842864		4044934	4044935		    1
4843182	4843183		4045253	4045254		    1
4843374	4843375		4045445	4045446		    1
4843545	4843546		4045616	4045617		    1
4844010	4844011		4046081	4046082		    1
4844205	4844218		4046276	4046289		   13
4844346	4844347		4046417	4046418		    1
4844370	4844371		4046441	4046442		    1
4844394	4844396		4046465	4046467		    2
4844421	4844422		4046492	4046493		    1
4844520	4844525		4046591	4046596		    5
4844685	4844687		4046756	4046758		    2
4844832	4844833		4046903	4046904		    1
4844901	4844902		4046972	4046973		    1
4845066	4845067		4047137	4047138		    1
4845584	4845604		4047655	4047675		   20
4845970	4845972		4048040	4048042		    2
4845993	4845996		4048063	4048066		    3
4846039	4846040		4048109	4048110		    1
4846064	4846077		4048134	4048147		   13
4846124	4846125		4048194	4048195		    1
4846176	4846178		4048246	4048248		    2
4846219	4846223		4048289	4048293		    4
4846291	4846298		4048361	4048368		    7
4846378	4846391		4048448	4048461		   13
4846414	4846427		4048484	4048497		   13
4846537	4846541		4048607	4048611		    4
4846746	4846747		4048816	4048817		    1
4846900	4846901		4048970	4048971		    1
4847130	4847132		4049200	4049202		    2
4847446	4847447		4049519	4049520		    1
4847477	4847478		4049550	4049551		    1
4847600	4847602		4049673	4049675		    2
4848202	4848203		4050275	4050276		    1
4848313	4848316		4050386	4050389		    3
4848346	4848347		4050419	4050420		    1
4848478	4848498		4050551	4050571		   20
4848562	4848573		4050635	4050646		   11
4848598	4848599		4050671	4050672		    1
4848652	4848653		4050725	4050726		    1
4848676	4848719		4050749	4050792		   43
4848919	4848920		4050992	4050993		    1
4849601	4849602		4051713	4051714		    1
4849725	4849726		4051837	4051838		    1
4849772	4849773		4051884	4051885		    1
4849847	4849848		4051959	4051960		    1
4849946	4849947		4052058	4052059		    1
4849985	4849986		4052097	4052098		    1
4850042	4850044		4052154	4052156		    2
4850069	4850082		4052181	4052194		   13
4850146	4850172		4052258	4052284		   26
4850195	4850197		4052307	4052309		    2
4850228	4850253		4052340	4052365		   25
4850327	4850329		4052439	4052441		    2
4850453	4850496		4052565	4052608		   43
4850534	4850557		4052646	4052669		   23
4850582	4850629		4052694	4052741		   47
4850834	4850856		4052946	4052968		   22
4850966	4850968		4053078	4053080		    2
4850996	4850997		4053108	4053109		    1
4851071	4851114		4053183	4053226		   43
4851379	4851380		4053491	4053492		    1
4851418	4851425		4053530	4053537		    7
4851565	4851566		4053677	4053678		    1
4851643	4851644		4053755	4053756		    1
4851754	4851788		4053866	4053900		   34
4851844	4851845		4053956	4053957		    1
4851868	4851897		4053980	4054009		   29
4851922	4851923		4054034	4054035		    1
4851988	4851989		4054100	4054101		    1
4852060	4852061		4054172	4054173		    1
4852099	4852100		4054211	4054212		    1
4852147	4852148		4054259	4054260		    1
4852512	4852525		4054736	4054749		   13
4852569	4852570		4054793	4054794		    1
4852626	4852627		4054850	4054851		    1
4852686	4852687		4054910	4054911		    1
4852737	4852738		4054961	4054962		    1
4852818	4852822		4055042	4055046		    4
4852845	4852852		4055069	4055076		    7
4853010	4853011		4055234	4055235		    1
4853268	4853281		4055492	4055505		   13
4853511	4853512		4055735	4055736		    1
4853643	4853644		4055867	4055868		    1
4853757	4853759		4055981	4055983		    2
4853857	4853858		4056081	4056082		    1
4853922	4853924		4056146	4056148		    2
4853965	4853969		4056189	4056193		    4
4853992	4853993		4056216	4056217		    1
4854044	4854046		4056268	4056270		    2
4854914	4854915		4057138	4057139		    1
4854956	4854957		4057180	4057181		    1
4855025	4855041		4057249	4057265		   16
4855589	4855590		4057813	4057814		    1
4855628	4855629		4057852	4057853		    1
4855713	4855714		4057937	4057938		    1
4855997	4855999		4058221	4058223		    2
4856603	4856604		4058827	4058828		    1
4856702	4856703		4058926	4058927		    1
4856900	4856901		4059124	4059125		    1
4857132	4857134		4059356	4059358		    2
4857348	4857349		4059572	4059573		    1
4857372	4857391		4059596	4059615		   19
4857414	4857415		4059638	4059639		    1
4857442	4857443		4059666	4059667		    1
4857474	4857476		4059698	4059700		    2
4857504	4857506		4059728	4059730		    2
4857531	4857538		4059755	4059762		    7
4857602	4857605		4059826	4059829		    3
4857642	4857698		4059866	4059922		   56
4857738	4857748		4059962	4059972		   10
4857825	4857840		4060049	4060064		   15
4857921	4857945		4060145	4060169		   24
4857983	4857985		4060207	4060209		    2
4858023	4858024		4060247	4060248		    1
4858208	4858209		4060432	4060433		    1
4858594	4858595		4060818	4060819		    1
4858658	4858667		4060882	4060891		    9
4858721	4858722		4060945	4060946		    1
4858886	4858903		4061110	4061127		   17
4858931	4858932		4061155	4061156		    1
4859093	4859095		4061317	4061319		    2
4859129	4859131		4061353	4061355		    2
4859232	4859234		4061456	4061458		    2
4859325	4859326		4061549	4061550		    1
4859427	4859429		4061651	4061653		    2
4859457	4859513		4061681	4061737		   56
4859541	4859780		4061765	4062004		  239
4859865	4859873		4062089	4062097		    8
4859914	4859916		4062138	4062140		    2
4859997	4859998		4062221	4062222		    1
4860036	4860043		4062260	4062267		    7
4860237	4860238		4062462	4062463		    1
4860351	4860353		4062576	4062578		    2
4860378	4860379		4062603	4062604		    1
4860513	4860514		4062738	4062739		    1
4860563	4860564		4062788	4062789		    1
4860615	4860651		4062840	4062876		   36
4860707	4860708		4062932	4062933		    1
